"external_id","source_system","record_type","country_code","provider_name","legal_name","ico","id_zz","primary_specialty","kod_pzs_primary","kod_pzs_all","kod_pzs_count","kod_pzs_description","weekly_office_hours","insurance_vszp","insurance_dovera","insurance_union","street","building_number","orientation_number","city","district","region","country","address_full","primary_phone","phone_2","phone_3","phone_4","phone_5","phone_6","phones_all","primary_email","email_2","email_3","email_4","email_5","emails_all","primary_contact_person","contact_person_2","contact_person_3","contact_person_4","contact_person_5","contact_person_6","contact_persons_all","website_primary","websites_all","source_urls","source_files","notes","contact_enriched_from_web","contact_enriched_source_url","contact_enriched_note","import_tags","data_quality_flags"
"66-36643459-A0001","gyn_data_xlsx_2026-04-28","medical_provider_practice","SK","DEBRA s.r.o.","DEBRA s.r.o.","36643459","66-36643459-A0001","gynecology_obstetrics","N80998009201","N80998009201 | N80998009202","2","N80998009201 – gynekológia a pôrodníctvo; samostatná ambulancia / ambulantná starostlivosť; poradové číslo 01 | N80998009202 – gynekológia a pôrodníctvo; samostatná ambulancia / ambulantná starostlivosť; poradové číslo 02","29.5","1","1","1","P.O.Hviezdoslava","830","1","Zvolen","Zvolen","BB","SK","P.O.Hviezdoslava 830/1, Zvolen, Zvolen, BB, SK","421455326887","","","","","","421455326887","","","","","","","MUDr. Desana Brathová","MUDr. Marek Frűhwald","","","","","MUDr. Desana Brathová | MUDr. Marek Frűhwald","","","https://www.e-vuc.sk/bbsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/zvolen/primarna-gynekologicko-porodnicka-ambulancia-mudr.-desana-brathova-zvolen-debra.html?page_id=93500 | https://www.zzz.sk/zariadenie/23395-gynekologicka-ambulancia-zvolen-debra-sro | https://www.azet.sk/firma/397066/debra-sro/ | https://www.objednatvysetrenie.sk/vyber-druhu-vysetrenia.html?page_id=89960&zid=93500","gyn_rows_81_90_completed_fixed.csv | missing_contacts_batch_031_040.csv | gyn_combined_from_archive.csv | gyn_combined_consolidated.csv","","","","","gyn;sk;medical_partner_candidate;indexus_import","missing_email"
"68-36598526-A0001","gyn_data_xlsx_2026-04-28","medical_provider_practice","SK","DERMAGYN s.r.o.","DERMAGYN s.r.o.","36598526","68-36598526-A0001","gynecology_obstetrics","P35735009201","P35735009201 | P35735247201","2","P35735009201 – gynekológia a pôrodníctvo; samostatná ambulancia / ambulantná starostlivosť; poradové číslo 01 | P35735247201 – ultrazvuk v gynekológii a pôrodníctve; samostatná ambulancia / ambulantná starostlivosť; poradové číslo 01","42.5","1","1","1","Murgašova","1390","1","Košice - mestská časť Staré Mesto","Košice I","KE","SK","Murgašova 1390/1, Košice - mestská časť Staré Mesto, Košice I, KE, SK","421949803035","421911466262","","","","","421949803035 | 421911466262","info@dermagyn.sk","","","","","info@dermagyn.sk","MUDr. Jozef Janovský","","","","","","MUDr. Jozef Janovský","https://www.dermagyn.sk/","https://www.dermagyn.sk/ | https://janovsky.webnode.sk/kontakt/","https://www.dermagyn.sk/ | https://janovsky.webnode.sk/kontakt/ | https://www.e-vuc.sk/ksk/ambulantne-zdravotnicke-zariadenia/kosice-i/primarna-gynekologicko-porodnicka-ambulancia-mudr.-jozef-janovsky-kosice-stare-mesto-dermagyn.html?page_id=82072","gyn_rows_81_90_completed_fixed.csv | gyn_combined_from_archive.csv | gyn_combined_consolidated.csv","","","","","gyn;sk;medical_partner_candidate;indexus_import",""
"68-46407103-A0001","gyn_data_xlsx_2026-04-28","medical_provider_practice","SK","DEVA - GYN s.r.o.","DEVA - GYN s.r.o.","46407103","68-46407103-A0001","gynecology_obstetrics","P03576009201","P03576009201","1","P03576009201 – gynekológia a pôrodníctvo; samostatná ambulancia / ambulantná starostlivosť; poradové číslo 01","32","1","1","1","Námestie SNP","2258","2","Spišská Nová Ves","Spišská Nová Ves","KE","SK","Námestie SNP 2258/2, Spišská Nová Ves, Spišská Nová Ves, KE, SK","421534410446","","","","","","421534410446","","","","","","","MUDr. Marína Tripšanská","","","","","","MUDr. Marína Tripšanská","","","https://www.e-vuc.sk/ksk/ambulantne-zdravotnicke-zariadenia/spisska-nova-ves/primarna-gynekologicko-porodnicka-ambulancia-mudr.-marina-tripsanska-spisska-nova-ves-deva-gyn.html?page_id=80392 | https://vysetrenie.zoznam.sk/ambulancia/5085/deva-gyn-s-r-o-spisska-nova-ves-mudr-darina-dvorakova | https://www.e-vuc.sk/e-vuc/poskytovatelia/deva-gyn.html?page_id=111292","gyn_rows_91_100_completed_fixed.csv | missing_contacts_batch_031_040.csv | gyn_combined_from_archive.csv | gyn_combined_consolidated.csv","","","","","gyn;sk;medical_partner_candidate;indexus_import","missing_email"
"62-45588911-A0001","gyn_data_xlsx_2026-04-28","medical_provider_practice","SK","DEČKOV, s.r.o.","DEČKOV, s.r.o.","45588911","62-45588911-A0001","gynecology_obstetrics","P43300009201","P43300009201 | P43300247201","2","P43300009201 – gynekológia a pôrodníctvo; samostatná ambulancia / ambulantná starostlivosť; poradové číslo 01 | P43300247201 – ultrazvuk v gynekológii a pôrodníctve; samostatná ambulancia / ambulantná starostlivosť; poradové číslo 01","37.5","1","1","1","Starohájska ulica","6755","2","Trnava","Trnava","TT","SK","Starohájska ulica 6755/2, Trnava, Trnava, TT, SK","421335953288","421905228441","","","","","421335953288 | 421905228441","","","","","","","MUDr. Ivan Dečkov, MBA","MUDr. Jana Dečková","","","","","MUDr. Ivan Dečkov, MBA | MUDr. Jana Dečková","https://www.deckov.sk/","https://www.deckov.sk/ | https://www.deckov.sk/mapa","https://www.deckov.sk/ | https://www.deckov.sk/mapa | https://www.e-vuc.sk/ttsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/trnava/primarna-gynekologicko-porodnicka-ambulancia-trnava-deckov.html?page_id=85647","gyn_rows_81_90_completed_fixed.csv | missing_contacts_batch_031_040.csv | gyn_combined_from_archive.csv | gyn_combined_consolidated.csv","","","","","gyn;sk;medical_partner_candidate;indexus_import","missing_email"
"64-44113650-A0005","gyn_data_xlsx_2026-04-28","medical_provider_practice","SK","Dia-Gyn, s.r.o.","Dia-Gyn, s.r.o.","44113650","64-44113650-A0005","gynecology_obstetrics","P03641009201","P03641009201","1","P03641009201 – gynekológia a pôrodníctvo; samostatná ambulancia / ambulantná starostlivosť; poradové číslo 01","40","1","1","1","G. Czuczora","114","1","Nové Zámky","Nové Zámky","NR","SK","G. Czuczora 114/1, Nové Zámky, Nové Zámky, NR, SK","421356406082","421356400682","","","","","421356406082 | 421356400682","hlavicka.imrich@gmail.com","","","","","hlavicka.imrich@gmail.com","","","","","","","","","","https://www.e-vuc.sk/nsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/nove-zamky/primarna-gynekologicko-porodnicka-ambulancia-nove-zamky-dia-gyn.html?page_id=87446 | https://www.zoznam.sk/firma/2804571/Dia-Gyn-Nove-Zamky | https://www.azet.sk/firma/701998/dia-gyn-sro/","gyn_rows_91_100_completed_fixed.csv | gyn_combined_from_archive.csv | gyn_combined_consolidated.csv","","","","","gyn;sk;medical_partner_candidate;indexus_import",""
"62-47030038-A0001","gyn_data_xlsx_2026-04-28","medical_provider_practice","SK","DIAGNÓZA, s.r.o.","DIAGNÓZA, s.r.o.","47030038","62-47030038-A0001","gynecology_obstetrics","P73903009201","P73903009201 | P73903271201","2","P73903009201 – gynekológia a pôrodníctvo; samostatná ambulancia / ambulantná starostlivosť; poradové číslo 01 | P73903271201 – nezistené v lokálnom číselníku; samostatná ambulancia / ambulantná starostlivosť; poradové číslo 01","20","1","1","1","Mierová ulica","1435","35","Galanta","Galanta","TT","SK","Mierová ulica 1435/35, Galanta, Galanta, TT, SK","421903062805","421911235724","421317730377","","","","421903062805 | 421911235724 | 421317730377","","","","","","","MUDr. Ľubica Gindlová","MUDr. Peter Gindl","","","","","MUDr. Ľubica Gindlová | MUDr. Peter Gindl","","","https://www.e-vuc.sk/ttsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/galanta/primarna-gynekologicko-porodnicka-ambulancia-galanta-diagnoza.html?page_id=85653 | https://www.azet.sk/firma/402425/diagnoza-sro/ | https://www.zlatestranky.sk/firmy/Galanta/H1910880/DIAGN%C3%93ZA%2C%2Bs.r.o./ | https://www.navstevalekara.sk/lekari/gynekolog-gynekologia-s11003/trnavsky-kraj-k301/galanta-o509/galanta-m1235/mudr-peter-gindl-d461.html | https://www.zzz.sk/zariadenie/20497-gynekologicko-porodnicka-ambulancia-diagnoza-sro-mudr-peter-gindl","gyn_rows_91_100_completed_fixed.csv | missing_contacts_batch_031_040.csv | gyn_combined_from_archive.csv | gyn_combined_consolidated.csv","","","","","gyn;sk;medical_partner_candidate;indexus_import","missing_email"
"64-36567167-A0002","gyn_data_xlsx_2026-04-28","medical_provider_practice","SK","DIAGYN SÍLEŠ, s.r.o.","DIAGYN SÍLEŠ, s.r.o.","36567167","64-36567167-A0002","gynecology_obstetrics","P30297009201","P30297009201","1","P30297009201 – gynekológia a pôrodníctvo; samostatná ambulancia / ambulantná starostlivosť; poradové číslo 01","40","1","1","1","P. Mudroňa","2392","2","Topoľčany","Topoľčany","NR","SK","P. Mudroňa 2392/2, Topoľčany, Topoľčany, NR, SK","421385321626","","","","","","421385321626","d.silesova@inmail.sk","","","","","d.silesova@inmail.sk","MUDr. Jozef Síleš","","","","","","MUDr. Jozef Síleš","","","https://www.e-vuc.sk/nsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/topolcany/gynekologicka-ambulancia-diagyn-siles-topolcany-diagyn-siles.html?page_id=87459 | https://www.zzz.sk/zariadenie/21479-gynekologicko-pôrodnícka-ambulancia-mudr-siles-jozef-diagyn-siles-sro | https://www.azet.sk/firma/510990/mudr-jozef-siles-diagyn-siles-s-r-o/ | https://www.zlatestranky.sk/firmy/Topo%C4%BE%C4%8Dany/H1384287/DIAGYN%2BS%C3%8DLE%C5%A0%2C%2Bs.r.o./ | https://www.zzz.sk/zariadenie/21479-gynekologicko-porodnicka-ambulancia-mudr-siles-jozef-diagyn-siles-sro","gyn_rows_91_100_completed_fixed.csv | missing_contacts_batch_031_040.csv | gyn_combined_from_archive.csv | gyn_combined_consolidated.csv","","","","","gyn;sk;medical_partner_candidate;indexus_import",""
"65-00634905-A0040","gyn_data_xlsx_2026-04-28","medical_provider_practice","SK","Dolnooravská nemocnica s poliklinikou MUDr. L. N. Jégého","Dolnooravská nemocnica s poliklinikou MUDr. L. N. Jégého","634905","65-00634905-A0040","gynecology_obstetrics","P51283009203","P51283009203","1","P51283009203 – gynekológia a pôrodníctvo; samostatná ambulancia / ambulantná starostlivosť; poradové číslo 03","20","1","1","1","Nemocničná","1944","10","Dolný Kubín","Dolný Kubín","ZA","SK","Nemocničná 1944/10, Dolný Kubín, Dolný Kubín, ZA, SK","421435802111","421435801377","","","","","421435802111 | 421435801377","sekretariat@donsp.sk","","","","","sekretariat@donsp.sk","MUDr. Anton Rak","MUDr. Drahomíra Bláhová","","","","","MUDr. Anton Rak | MUDr. Drahomíra Bláhová","https://www.donsp.sk/","https://www.donsp.sk/ | https://www.donsp.sk/oddelenia/gynekologicko-porodnicke-oddelenie/","https://www.donsp.sk/ | https://www.donsp.sk/oddelenia/gynekologicko-porodnicke-oddelenie/ | https://www.donsp.sk/donsp/ambulancie/gynekologicke-ambulancie/ | https://www.donsp.sk/donsp/telefonny-zoznam/ | https://www.donsp.sk/donsp/oddelenia/gynekologicko-porodnicke-oddelenie/","gyn_rows_91_100_completed_fixed.csv | missing_contacts_batch_031_040.csv | gyn_combined_from_archive.csv | gyn_combined_consolidated.csv","","","","","gyn;sk;medical_partner_candidate;indexus_import",""
"66-44431031-A0001","gyn_data_xlsx_2026-04-28","medical_provider_practice","SK","DONUM VITAE s.r.o.","DONUM VITAE s.r.o.","44431031","66-44431031-A0001","gynecology_obstetrics","P72452009201","P72452009201","1","P72452009201 – gynekológia a pôrodníctvo; samostatná ambulancia / ambulantná starostlivosť; poradové číslo 01","34","1","1","1","Povstalecká cesta","4368","30","Banská Bystrica","Banská Bystrica","BB","SK","Povstalecká cesta 4368/30, Banská Bystrica, Banská Bystrica, BB, SK","421484124141","","","","","","421484124141","","","","","","","","","","","","","","","","https://www.e-vuc.sk/bbsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/banska-bystrica/primarna-gynekologicko-porodnicka-ambulancia-mudr.-jana-zacharova-banska-bystrica-donum-vitae.html?page_id=93534 | https://www.e-vuc.sk/bbsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/banska-bystrica/primarna-gynekologicko-porodnicka-ambulancia-mudr.-dagmar-molitorisova-banska-bystrica-donum-vitae.html?page_id=93642","gyn_rows_91_100_completed_fixed.csv | gyn_combined_from_archive.csv | gyn_combined_consolidated.csv","","1","https://www.e-vuc.sk/bbsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/banska-bystrica/primarna-gynekologicko-porodnicka-ambulancia-mudr.-dagmar-molitorisova-banska-bystrica-donum-vitae.html?page_id=93642","e-VÚC uvádza telefón pri DONUM VITAE Banská Bystrica","gyn;sk;medical_partner_candidate;indexus_import","missing_email"
"68-36594768-A0006","gyn_data_xlsx_2026-04-28","medical_provider_practice","SK","Dr. Grittersová s.r.o.","Dr. Grittersová s.r.o.","36594768","68-36594768-A0006","gynecology_obstetrics","P71938009201","P71938009201","1","P71938009201 – gynekológia a pôrodníctvo; samostatná ambulancia / ambulantná starostlivosť; poradové číslo 01","30","0","1","1","","264","","Kechnec","Košice - okolie","KE","SK","Kechnec, Košice - okolie, KE, SK","","","","","","","","","","","","","","","","","","","","","","","","gyn_rows_91_100_completed_fixed.csv | gyn_combined_from_archive.csv | gyn_combined_consolidated.csv","","","","","gyn;sk;medical_partner_candidate;indexus_import","missing_phone | missing_email | incomplete_address"
"62-46645501-A0001","gyn_data_xlsx_2026-04-28","medical_provider_practice","SK","Dr. L-gyn s.r.o.","Dr. L-gyn s.r.o.","46645501","62-46645501-A0001","gynecology_obstetrics","P00407009201","P00407009201","1","P00407009201 – gynekológia a pôrodníctvo; samostatná ambulancia / ambulantná starostlivosť; poradové číslo 01","40","1","1","1","Veľkoblahovská cesta","7333","44A","Dunajská Streda","Dunajská Streda","TT","SK","Veľkoblahovská cesta 7333/44A, Dunajská Streda, Dunajská Streda, TT, SK","421918448373","","","","","","421918448373","","","","","","","","","","","","","","","","https://www.drlesnicky.sk/","gyn_rows_91_100_completed_fixed.csv | gyn_combined_from_archive.csv | gyn_combined_consolidated.csv","","1","https://www.drlesnicky.sk/","web MUDr. Peter Lesnický / Dr. L-gyn uvádza telefón","gyn;sk;medical_partner_candidate;indexus_import","missing_email"
"51-44544774-A0001","gyn_data_xlsx_2026-04-28","medical_provider_practice","SK","DUO-GYN s.r.o.","DUO-GYN s.r.o.","44544774","51-44544774-A0001","gynecology_obstetrics","P43598009201","P43598009201","1","P43598009201 – gynekológia a pôrodníctvo; samostatná ambulancia / ambulantná starostlivosť; poradové číslo 01","30","1","1","1","Sidónie Sakalovej","166","16","Bytča","Bytča","ZA","SK","Sidónie Sakalovej 166/16, Bytča, Bytča, ZA, SK","421415091827","421917611440","","","","","421415091827 | 421917611440","","","","","","","MUDr. Roman Ďurček","MUDr. Lucia Ďurčeková","","","","","MUDr. Roman Ďurček | MUDr. Lucia Ďurčeková","","","https://www.e-vuc.sk/zsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bytca/primarna-gynekologicko-porodnicka-ambulancia-mudr.-roman-durcek-bytca-duo-gyn.html?page_id=144812 | https://www.menstruacny-kalendar.sk/gynekologie/zilina/gynekologicka-ambulancia-bytca-duo-gyn-sro/20","gyn_rows_101_110_completed.csv | gyn_combined_from_archive.csv | gyn_combined_consolidated.csv","","","","","gyn;sk;medical_partner_candidate;indexus_import","missing_email"
"51-44544774-A0002","gyn_data_xlsx_2026-04-28","medical_provider_practice","SK","DUO-GYN s.r.o.","DUO-GYN s.r.o.","44544774","51-44544774-A0002","gynecology_obstetrics","P43598009202","P43598009202","1","P43598009202 – gynekológia a pôrodníctvo; samostatná ambulancia / ambulantná starostlivosť; poradové číslo 02","40","1","1","1","Mládežnícka","2174","108","Považská Bystrica","Považská Bystrica","TN","SK","Mládežnícka 2174/108, Považská Bystrica, Považská Bystrica, TN, SK","421424340373","","","","","","421424340373","","","","","","","","","","","","","","","","https://www.e-vuc.sk/tsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/povazska-bystrica/primarna-gynekologicko-porodnicka-ambulancia-mudr.-roman-durcek-povazska-bystrica-duo-gyn.html?page_id=144813","gyn_rows_101_110_completed.csv | gyn_combined_from_archive.csv | gyn_combined_consolidated.csv","","1","https://www.e-vuc.sk/tsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/povazska-bystrica/primarna-gynekologicko-porodnicka-ambulancia-mudr.-roman-durcek-povazska-bystrica-duo-gyn.html?page_id=144813","e-VÚC uvádza telefón pri DUO-GYN Považská Bystrica","gyn;sk;medical_partner_candidate;indexus_import","missing_email"
"61-36787272-A0001","gyn_data_xlsx_2026-04-28","medical_provider_practice","SK","EL-Gynda s.r.o.","EL-Gynda s.r.o.","36787272","61-36787272-A0001","gynecology_obstetrics","P22585009201","P22585009201","1","P22585009201 – gynekológia a pôrodníctvo; samostatná ambulancia / ambulantná starostlivosť; poradové číslo 01","30.5","1","1","1","Tehelná","","26","Bratislava - mestská časť Nové Mesto","Bratislava III","BA","SK","Tehelná 26, Bratislava - mestská časť Nové Mesto, Bratislava III, BA, SK","421244371016","421908357531","","","","","421244371016 | 421908357531","elgynda@zoznam.sk","","","","","elgynda@zoznam.sk","MUDr. Ľubor Lauda","","","","","","MUDr. Ľubor Lauda","","","https://www.e-vuc.sk/buxus/generate_page.php?page_id=60849 | https://www.zzz.sk/zariadenie/3433-gynekologicka-ambulancia-el-gynda-sro-mudr-lubor-lauda | https://vysetrenie.zoznam.sk/ambulancia/2947/mudr-lubor-lauda-el-gynda-s-r-o-","gyn_rows_101_110_completed.csv | gyn_rows_111_120_completed.csv | gyn_combined_from_archive.csv | gyn_combined_consolidated.csv","","","","","gyn;sk;medical_partner_candidate;indexus_import",""
"64-43849750-A0001","gyn_data_xlsx_2026-04-28","medical_provider_practice","SK","ELBRA-GYN s. r. o.","ELBRA-GYN s. r. o.","43849750","64-43849750-A0001","gynecology_obstetrics","P87430009201","P87430009201","1","P87430009201 – gynekológia a pôrodníctvo; samostatná ambulancia / ambulantná starostlivosť; poradové číslo 01","44","1","1","1","Fatranská","873","12","Nitra","Nitra","NR","SK","Fatranská 873/12, Nitra, Nitra, NR, SK","421376537467","421910151201","","","","","421376537467 | 421910151201","gynekologiachrenova@gmail.com","","","","","gynekologiachrenova@gmail.com","MUDr. Branislav Dlugoš","Veronika Dlugošová","Erika Borbelyová","Bc. Ľubomíra Eckhardtová","","","MUDr. Branislav Dlugoš | Veronika Dlugošová | Erika Borbelyová | Bc. Ľubomíra Eckhardtová","https://www.elbragyn.sk/","https://www.elbragyn.sk/","https://www.e-vuc.sk/e-vuc/poskytovatelia/stomgyn.html?page_id=114025 | https://www.e-vuc.sk/nsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/nitra/primarna-gynekologicko-porodnicka-ambulancia-mudr.-branislav-dlugos-nitra-elbra-gyn-s.-r.-o..html?page_id=89252 | https://www.elbragyn.sk/","gyn_rows_101_110_completed.csv | gyn_rows_111_120_completed.csv | gyn_combined_from_archive.csv | gyn_combined_consolidated.csv","","1","https://www.e-vuc.sk/nsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/nitra/primarna-gynekologicko-porodnicka-ambulancia-mudr.-branislav-dlugos-nitra-elbra-gyn-s.-r.-o..html?page_id=89252","e-VÚC uvádza telefón, mobil a email pri ELBRA-GYN Nitra","gyn;sk;medical_partner_candidate;indexus_import",""
"68-36589101-A0001","gyn_data_xlsx_2026-04-28","medical_provider_practice","SK","ELGYN, s.r.o.","ELGYN, s.r.o.","36589101","68-36589101-A0001","gynecology_obstetrics","P91043009201","P91043009201","1","P91043009201 – gynekológia a pôrodníctvo; samostatná ambulancia / ambulantná starostlivosť; poradové číslo 01","30","1","1","1","Bratislavská","153","10","Veľké Kapušany","Michalovce","KE","SK","Bratislavská 153/10, Veľké Kapušany, Michalovce, KE, SK","421566382696","","","","","","421566382696","radosraga@pobox.sk","","","","","radosraga@pobox.sk","MUDr. Radoslav Šraga","","","","","","MUDr. Radoslav Šraga","","","https://www.e-vuc.sk/ksk/ambulantne-zdravotnicke-zariadenia/michalovce/primarna-gynekologicko-porodnicka-ambulancia-mudr.-radoslav-sraga-velke-kapusany-elgyn.html?page_id=80438 | https://www.zzz.sk/zariadenie/3383-elgyn-sro-gynekologicka-ambulancia-mudr-radoslav-sraga | https://www.zoznam.sk/firma/2746879/Elgyn-Velke-Kapusany","gyn_rows_101_110_completed.csv | gyn_rows_111_120_completed.csv | gyn_combined_from_archive.csv | gyn_combined_consolidated.csv","","","","","gyn;sk;medical_partner_candidate;indexus_import",""
"68-36589101-A0002","gyn_data_xlsx_2026-04-28","medical_provider_practice","SK","ELGYN, s.r.o.","ELGYN, s.r.o.","36589101","68-36589101-A0002","gynecology_obstetrics","P91043009202","P91043009202","1","P91043009202 – gynekológia a pôrodníctvo; samostatná ambulancia / ambulantná starostlivosť; poradové číslo 02","30","1","1","1","Hlavná","106","17","Čierna nad Tisou","Trebišov","KE","SK","Hlavná 106/17, Čierna nad Tisou, Trebišov, KE, SK","421566382696","","","","","","421566382696","radosraga@pobox.sk","","","","","radosraga@pobox.sk","MUDr. Radoslav Šraga","","","","","","MUDr. Radoslav Šraga","","","https://www.e-vuc.sk/ksk/ambulantne-zdravotnicke-zariadenia/michalovce/primarna-gynekologicko-porodnicka-ambulancia-mudr.-radoslav-sraga-cierna-nad-tisou-elgyn.html | https://www.zzz.sk/zariadenie/3383-elgyn-sro-gynekologicka-ambulancia-mudr-radoslav-sraga","gyn_rows_101_110_completed.csv | gyn_rows_111_120_completed.csv | gyn_combined_from_archive.csv | gyn_combined_consolidated.csv","","","","","gyn;sk;medical_partner_candidate;indexus_import",""
"67-51003953-A0001","gyn_data_xlsx_2026-04-28","medical_provider_practice","SK","ELIGYN s.r.o.,","ELIGYN s.r.o.,","51003953","67-51003953-A0001","gynecology_obstetrics","P02832009201","P02832009201","1","P02832009201 – gynekológia a pôrodníctvo; samostatná ambulancia / ambulantná starostlivosť; poradové číslo 01","32","1","1","1","Východná","","8","Veľký Šariš","Prešov","PO","SK","Východná 8, Veľký Šariš, Prešov, PO, SK","421517754760","421908531245","","","","","421517754760 | 421908531245","eligyn@yahoo.com","","","","","eligyn@yahoo.com","MUDr. Katarína Eliášová","Bc. Monika Kupčíková","","","","","MUDr. Katarína Eliášová | Bc. Monika Kupčíková","https://www.eligyn.sk/","https://www.eligyn.sk/","https://www.eligyn.sk/ | https://www.e-vuc.sk/psk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/presov/primarna-gynekologicko-porodnicka-ambulancia-velky-saris-eligyn.html?page_id=124591 | https://www.azet.sk/firma/1309877/eligyn-sro/","gyn_rows_101_110_completed.csv | gyn_rows_111_120_completed.csv | gyn_combined_from_archive.csv | gyn_combined_consolidated.csv","","","","","gyn;sk;medical_partner_candidate;indexus_import",""
"63-56097760-A0001","gyn_data_xlsx_2026-04-28","medical_provider_practice","SK","EliteGyn s.r.o.","EliteGyn s.r.o.","56097760","63-56097760-A0001","gynecology_obstetrics","P94810009201","P94810009201","1","P94810009201 – gynekológia a pôrodníctvo; samostatná ambulancia / ambulantná starostlivosť; poradové číslo 01","30","1","1","1","Bezručova","2047","64","Trenčín","Trenčín","TN","SK","Bezručova 2047/64, Trenčín, Trenčín, TN, SK","421904006400","","","","","","421904006400","info@elitegyn.sk","","","","","info@elitegyn.sk","MUDr. Jaroslav Bányácsky","","","","","","MUDr. Jaroslav Bányácsky","https://www.elitegyn.sk/","https://www.elitegyn.sk/","https://www.elitegyn.sk/ | https://www.e-vuc.sk/tsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/trencin/primarna-gynekologicko-porodnicka-ambulancia-mudr.-jaroslav-banyacsky-trencin-elitegyn.html?page_id=151905 | https://www.azet.sk/firma/1344687/elitegyn-s-r-o/","gyn_rows_101_110_completed.csv | gyn_rows_111_120_completed.csv | gyn_combined_from_archive.csv | gyn_combined_consolidated.csv","","","","","gyn;sk;medical_partner_candidate;indexus_import",""
"63-36351571-A0002","gyn_data_xlsx_2026-04-28","medical_provider_practice","SK","ELUMED s.r.o.","ELUMED s.r.o.","36351571","63-36351571-A0002","gynecology_obstetrics","P66971009201","P66971009201 | P66971247501","2","P66971009201 – gynekológia a pôrodníctvo; samostatná ambulancia / ambulantná starostlivosť; poradové číslo 01 | P66971247501 – ultrazvuk v gynekológii a pôrodníctve; pracovisko / doplnkový útvar; poradové číslo 01","38.5","1","1","1","Svätoplukova","1753","","Bánovce nad Bebravou","Bánovce nad Bebravou","TN","SK","Svätoplukova 1753, Bánovce nad Bebravou, Bánovce nad Bebravou, TN, SK","421387608989","421910788989","","","","","421387608989 | 421910788989","","","","","","","MUDr. Lucia Perecárová","","","","","","MUDr. Lucia Perecárová","","","https://www.e-vuc.sk/tsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/banovce-nad-bebravou/primarna-gynekologicko-porodnicka-ambulancia-mudr.-lucia-perecarova-banovce-nad-bebravou-elumed.html?page_id=64035 | https://www.objednatvysetrenie.sk/vyber-druhu-vysetrenia.html?page_id=89960&zid=64035 | https://www.e-vuc.sk/tsk/zdravotvo/ambulantne-zdravotnicke-zariadenia/banovce-nad-bebravou/primarna-gynekologicko-porodnicka-ambulancia-mudr.-lucia-perecarova-banovce-nad-bebravou-elumed.html?page_id=64035 | https://www.e-vuc.sk/e-vuc/poskytovatelia/elumed.html?page_id=106176 | https://www.azet.sk/firma/78791/elumed-sro/","gyn_rows_101_110_completed.csv | gyn_rows_111_120_completed.csv | gyn_combined_from_archive.csv | gyn_combined_consolidated.csv","","","","","gyn;sk;medical_partner_candidate;indexus_import","missing_email"
"61-35910283-A0002","gyn_data_xlsx_2026-04-28","medical_provider_practice","SK","EMIMED s.r.o.","EMIMED s.r.o.","35910283","61-35910283-A0002","gynecology_obstetrics","P52998009201","P52998009201","1","P52998009201 – gynekológia a pôrodníctvo; samostatná ambulancia / ambulantná starostlivosť; poradové číslo 01","30","1","1","1","Mýtna","2886","5","Bratislava - mestská časť Staré Mesto","Bratislava I","BA","SK","Mýtna 2886/5, Bratislava - mestská časť Staré Mesto, Bratislava I, BA, SK","421907897839","","","","","","421907897839","info@emimed.sk","","","","","info@emimed.sk","MUDr. Zuzana Briešková, MPH","Regina Medvecká","","","","","MUDr. Zuzana Briešková, MPH | Regina Medvecká","https://www.emimed.sk/","https://www.emimed.sk/ | https://www.emimed.sk/kontakt/","https://www.emimed.sk/ | https://www.emimed.sk/kontakt/ | https://www.e-vuc.sk/buxus/generate_page.php?page_id=60331","gyn_rows_111_120_completed.csv | gyn_combined_from_archive.csv | gyn_combined_consolidated.csv","","","","","gyn;sk;medical_partner_candidate;indexus_import",""
